DF3VP_tumor_gDNA_2	DF4LAK_tumor_gDNA_2	DF5DS_tumor_gDNA_2	DF6SR_tumor_gDNA_	SK8DF_tumor_gDNA_	DF12GD_tumor_gDNA_2	DF19AE_tumor_gDNA_	MA23KB_tumor_gDNA_	UT25LM_tumor_gDNA_2	TX27DC_tumor_gDNA_2	LA33CA_tumor_gDNA_	DF2CAB_tumor_gDNA_2	DF10DL_tumor_gDNA_	DF11RCC_tumor_gDNA_	SK14JR_tumor_gDNA_	SF17LSM_tumor_gDNA_2	SF20LCK_tumor_gDNA_	SK21LS_tumor_gDNA_	DF22LM_tumor_gDNA_2	SF24RG_tumor_gDNA_	MA31PPD_tumor_gDNA_	SK30DC_tumor_gDNA_	UT34SJ_tumor_gDNA_
ENSG00000129993	13.7403946565359	0.68137360168915	76.4440388479909	0	65.4827417534803	102.654668272861	40.1076028157763	27.8970305867472	46.4684030152822	625.4445991496	1.94427759527155	30.2612151271503	1.4104621502933	26.8629835910191	171.72882265716	254.597436885204	17.3687588876132	5.14761565537702	16.9741223888295	1.66469749418747	2.25076809595881	44.8486226783279	11.6145153999776
ENSG00000130600	26.0350000381624	134.251566808568	3.04603477181606	157.262030846672	0	1.00875962801579	17.7732813328504	38.538413753075	6.0992189933959	40.6690000085642	2501.65189073592	16.6552627473624	0.931666817775688	167.983291788291	0.860408557270659	3.43831329907254	2.01919259482957	1662.245478437	0	732.655828496029	581.32382448247	14.8818036535515	48.9139657858022
ENSG00000132465	1.92166164455507	0	236.941406174744	0	1.90422442453982	0	404.199064758078	3.59737150902925	0.525945201714617	0	0	0	9.49691565157553	3.88081774200904	0	0	0.610895082696483	35.1461746938052	1.77281766978612	1.24918526024799	13.9521388161073	0	32.4232409184954
ENSG00000133110	24.0840267581534	34.9800119333334	0	0	1.63665164218071	12.4011391134738	3.10248440050353	1471.76795919188	354.727676842888	0	41.8049904471383	3.42170414652844	23.4412307433454	5568.81929075334	11.0986746032181	3.49998587700166	96.5313719157838	529.494872147481	3.97492235078423	15.6653250218317	2531.30748297962	142.666062485936	28.3630091083072
ENSG00000137441	1.42280373837122	51.2203688260656	1.17481376707628	0	0	0	0	2.90471427131846	1.16823396246412	0	1.11399139004618	1.10535983626066	0.905676975898538	0	0	1.09297333790126	0	12.5828800972748	1.96889885519331	12.486154237232	0.815542357727597	1.31801524929151	13.2556155951387
ENSG00000138615	1.56961208499602	2.75636150870985	2.59206781187344	0	1.16652703056669	0	0	193.929839580371	0.644387590549066	0	3.68680718480468	2.43882709958312	2.49781731684995	81.5022050799711	0.95903110820634	1.20574898243672	2.99387243487514	2.19177035330047	0.724018207595294	1.53050066314207	0	0	8.3562069820615
ENSG00000139329	5.05796940623407	5.95039094137729	1.96682018660285	5.54559637254769	7.79025528700849	3.4126673367496	5.03370447993286	1615.91901461444	2.28177200379795	0	0	2.01265316045597	6.82888035132884	698.724191108948	0	3.98019933538158	6.05787519812388	166.164559681136	9.90533787179272	13.7270233213852	7.04552149650023	5.71337668477529	10.0239830406458
ENSG00000140557	0	11.6394127710111	2.43236496112006	0	1.64198220182697	0	0.778147291057756	0	0.604685490654384	0	1.15321836535893	2.28856573739425	18.5504736262761	10.2954761035926	0.899943147142918	1.13146020460997	0	21.9384606560855	0	26.4333265210617	0	0	25.4844302985709
ENSG00000142449	0	29.554417977365	0.898774761522416	2.33004784542272	0.404482108417238	3.11896256977131	43.7277094961318	0	24.3723808380422	0	222.516306101985	6.76512006292912	61.5127589775217	0.543463679392282	2.66027903011611	0.836163891377676	6.74762840455978	228.807856010161	2.00837119735391	87.1770451432288	316.530325244536	2.01665808583935	4.34615246356505
ENSG00000151790	4.52090196080427	1.28917171472572	0	0	5.18611528034411	0	1.55136508607807	108.840017303665	1.40404297887834	0	0	3.59164969145644	0	40.8078775693942	1.63929967636595	0	1.92167046337282	8.65646789616521	12.2332409340136	6.45324496613748	0	0	5.21101732586084
ENSG00000152192	0.784806042498008	0.689090377177463	0	0	0	0	2.48771534488623	0	0	0	8.60255009787759	0	28.9746808754594	0	0	0	0.748468108718784	15.3423924731033	0	13.0092556367076	0	0	16.712413964123
ENSG00000163710	7.16173736192	44.8012957093013	8.41951488293214	0	1.88127748340244	1.76662209256055	0	4.2239314886831	5.67411512805896	0	29.3501765996915	0.556387126644471	6.43881775013593	4.50621760409991	0	0	13.9668242733065	23.4427374851449	3.47284064881612	9.53902875197751	254.322122638767	3.98056828213162	13.4574535429526
ENSG00000164107	0	12.0655017647017	0	0	2.17071199782442	0	0.335090989005296	0	0	0	29.9664608932493	0	36.7856834362901	0.713444350935965	0	0	3.3561571910051	16.4237058711022	4.95655309248084	32.3506580901145	0	0	2.53252517509394
ENSG00000164692	387.732885992287	290.170947607338	108.721777934656	279.066542271504	55.9469193795599	213.902990586991	378.668134047119	4577.84190834278	235.720803889263	20.8696611099219	107.702520634326	143.105723993031	242.945395135976	26762.213072799	86.285875647756	41.5633115308342	516.036238714075	6828.83559896246	138.49243826545	252.312517763819	292.070355494733	198.608646964528	560.430763883957
ENSG00000165125	2.98081495980579	0	12.5117688558985	50.6503871823086	21.4197068867212	4.91744933492798	10.8007382157506	0	5.2200843877318	3.27366777940456	0	2.22398675750712	0.27844260798399	9.31565880138342	9.05912870826291	5.06374723042593	4.09520583683406	0.203605179996581	0	0	1.1842294993916	11.1894184908397	0.582189310153773
ENSG00000165474	7.06442857881167	63.3031770570327	3.88874807634674	0	7.00032572503419	3.37372059514968	0	29.3881937124532	0.644494713626148	0	1.22914002670395	9.75693012207272	2.49823255432642	169.072594716834	0.959190537662827	2.41189885260958	0	2.92284628465308	0.724138568476537	6.8883979219735	1.79968312917382	1.45425298003714	0
ENSG00000165643	4.46447516607143	0	7.46239649938137	0	24.5816970530908	17.9873473708656	0	4.50006492976967	17.2178968644633	136.401940378479	2.50949297624588	8.4517125923409	0	0	54.0381695341855	19.9220942930526	2.91401881300753	0	0.492816281286154	1.13727387187155	0	15.9460412847775	0
ENSG00000168542	395.524631906713	89.5496134496341	25.1379055978711	202.839448711107	26.5855347834464	63.3515050802455	308.811444306415	21331.8121869238	199.234959079307	11.6114375193156	69.12575629888	89.876746066783	194.759859606146	17014.0839941994	28.4393957287481	34.6429005071474	308.492750223085	5587.85786417864	147.745820627938	209.283681645773	209.405378528805	155.22366799316	534.854749030961
ENSG00000172236	1.54044715110943	15.272595683044	2.4661433691325	1.64874999676932	0	2.20698881224096	92.5355653980668	6.08232630908594	0	0	0	1.90451436548441	4.41252975287683	17.6896127281312	0.941211368454472	2.36668996461307	0	11.8166582779702	0	8.73688730959403	77.0385907413107	3.72505750188866	69.5647459619832
ENSG00000175793	23.5441812749403	2.06727113153239	10.3682712474938	125.157422574402	2.91631757641672	0	9.12162293124951	2.20374817704967	9.02142626768693	0	1.22893572826823	1.21941354979156	0	1.56735009769175	7.67224886565072	1.20574898243672	1.49693621743757	3.65295058883412	2.17205462278588	2.2957509947131	1.79938399934313	20.3561577102078	0
ENSG00000180806	0	1.1688144356647	3.29744077527503	0	0.494657042848346	0.953575429797678	0	23.6964013112566	2.02087745178615	0	37.7777519971995	2.06833269952115	4.66039512044904	0.664623059832257	0	0	2.53905832697436	10.8773568486929	6.74282136607344	36.2660821333091	4.57809177879733	1.23312515488137	5.31508039702336
ENSG00000189320	0	97.6741423527102	1.78808353482527	0	0	0	0	0	1.70952192541066	0	55.7540264791616	0	0.744401042025925	88.9916099850078	1.36801513695414	1.71994718964381	13.3528244940495	6.53192739065477	4.99448752839209	5.1313583498523	9.38443656943974	12.8031798232626	3.69475329719177
ENSG00000196132	2.76430095493454	67.252619988254	4.56498493870542	1.42534005050303	8.73125609528081	10.891089974257	1.46040200403863	1.94055055019187	17.9736027693291	31.0315753515072	217.417646864117	25.1778539337272	247.428798514122	1.38015864339406	8.44492290027649	10.5593903783094	3.95446326027995	224.57315109422	1.91264221438262	234.850972254797	176.288659140505	1.23363283872659	25.7537352901773
ENSG00000197757	2.5052193734195	1.46645367938904	2.75809059728661	0	1.24124346583404	1.19640394140626	0	10.0415161500477	1.37132165012073	0	59.0635410936623	2.70006959479877	9.03653131329097	7.60248231865788	0	2.56595519292609	5.00967711820334	35.8940128296208	24.0721923175266	48.0648432931938	15.6596339576079	1.54714115889112	6.66856856540349
ENSG00000205078	0	1.87085865208941	0.758676913056187	374.456036328443	1.36573144034728	0	0	0	1.13164166254463	0	1.43879748885601	1.6553346742753	2.81847999039736	1.5176166824035	1.12280204609765	0	0.876281818928734	0.991764569804087	0	0	4.21331908608569	0.851154258416635	0
ENSG00000232021	0	0.246066823013866	7.17734931031296	0.29994886255035	0.833108718038071	0	0	51.734075891979	0	0	10.0533453918907	0	5.23257051908516	12.5167749769565	0.342459778548071	0	1.045546704638	17.6942537369655	0.517078357346692	0	0.642540831746835	0	0
ENSG00000236824	2337.15239455907	172.961684671543	4624.24897638222	8943.29582650778	5671.07115909995	11179.7760984213	380.620447767593	1947.37880578622	7076.66451940984	68824.5012029004	539.502784709752	1188.92821104677	303.734585728954	133.224758303799	12428.084131246	2763.57666774496	1438.5557049575	172.41926779297	1372.73852160068	1572.58943137848	940.178139656784	8895.64091936081	1869.70131223626
ENSG00000254139	0.784806042498009	0	0	0	0.583263515283344	3.37315984061792	0	0	0	0	4.91574291307291	2.43882709958312	91.4201137967081	0.783675048845876	0	0	0.748468108718785	37.9906861238748	0	137.745059682786	0.899691999671564	0	4.17810349103075
ENSG00000278254	0.687982320436834	12.3239061460533	0	0	0.511304659930415	0	2.90773190296971	0	0.564887686638539	0	12.9278217783934	0	95.2363575058299	0	0	0	0.656127499439614	9.84746172833064	0.634694051175315	31.3861217945147	6.30955579946691	0	1.83131957396459
ENSG00000283462	0	0.800541868261406	18.8067834888291	3.92204809586925	9.18609187735357	6.2067137606235	6.45953483025632	0	1.89551021690474	26.8738285972867	2.86907398356691	2.37472234722015	0	0	9.5316771727319	2.1112066461134	1.31053052380574	0	0.422573319999331	0.893276908923591	0.525105351342992	23.5269077215	1.21927532000173
ENSG00000289685	16.6933924403676	0	0	37.7084802280975	11.4653949518635	11.7777176461288	21.0948180471366	0	7.71408797321711	52.7337020858794	0	0	0.613533669340531	0	1.60579992522772	0	0	0	2.02049126052243	0	1.00429508729397	67.3035090180978	0
ENSG00000293426	0.641252765517398	0	74.3777748782984	0	16.7363840697959	0.459359374418075	1.01633668597322	1.20043215479414	0	4.79906344905361	1.5062162975073	1.99272754991615	0	0.320164324130236	0	0.492599335146744	49.1256740715433	0	0	0	1.83781071902467	0	0
